title,company,salary,description,openings,experience,education,englishlevel,gender,address,Education,English Level,Experience,Gender,Address
Telecaller,Parul Group of Institutes,"10,000
						-
						23,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Female Only,"Garam Sadak, Morar, Gwalior, Madhya Pradesh 474006, India, Madhya Pradesh - 474001"
Telecaller,Swansgreen Infra Project Private Limited,"10,000
						-
						13,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"SP Verma Rd, Old Jakkanpur, Raja Ji Salai, Indira Nagar, Patna, Bihar 800001, India, Fraser Road Area, Patna, Bihar - 800001"
CCTV Technician,Win Axis Consultants Private Limited,"10,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Lucknow, Lucknow, Uttar Pradesh - 226001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Banashankari, Bengaluru, Karnataka, India, Banshankari, Bengaluru, Karnataka - 560001"
Back Office Executive,Pamba Textile Agencies,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers only,Female Only,"no.5, shiv vilas palace, Mahatma Gandhi Rd, opp. subhash showk parking, Rajwada, Indore, Madhya Pradesh 452002, भारत, Madhya Pradesh - 451010"
Telesales Executive,Matrimony,"11,800
						-
						13,000 ",,10,,,,,e,Graduate,No English,Freshers can apply,Both,"Coastal chambers, Ravipuram Perumanoor, Ernakulam, Ravipuram, Kochi, Kerala - 682001"
Telecaller,Ashish Enterprises,"12,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Female Only,"Nehru Nagar, Seshadripuram, Bengaluru, Karnataka 560020, India, Sheshadripuram, Bengaluru, Karnataka - 560001"
Kitchen Staff,Royal Cafe Rishikesh,"10,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 3 Years,Male Only,"Beside River Ganga Near Gramin Bank, Laxman Jhula Post office Road, Area, Lakshman Jhula, above Himalayan Travels, Swarg Ashram, Rishikesh, Uttarakhand 249302, India, Rishikesh, Dehradun, Uttarakhand - 248001"
Sales Associate,Cex Webuy Entertainment Private Limited,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Alpha one Mall, Vastrapur Lake, Ahmedabad, Gujarat - 380001"
Recruiter,I3 Hr Technologies Private Limited,"10,000
						-
						17,000 ",,10,,,,,e,Graduate,Good English,Min. 6.0 months,Both,"CJ-233, CJ Block, Sector II, Bidhannagar, Kolkata, West Bengal, India, Sector 2, Kolkata, West Bengal - 700080"
Telecaller,Mehta & Co,"12,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Female Only,"NO 46 , Pride Complex Building , Vignan Nagar, HAL Airport, Bengaluru, Karnataka - 560001"
Kitchen Helper,Konkan Fusion,"8,000
						-
						13,000 ",,2,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Female Only,"Shop no. 3 ,Nature Glory Phase 3, Parsik Nagar, kalwa., Parsik Nagar, Mumbai, Maharashtra - 400076"
Customer Service Executive,Brightside Recruitment,"12,000
						-
						13,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Majiwada, Thane, Maharashtra, India, Majiwada, Mumbai, Maharashtra - 400076"
Delivery Boy,VVU,"11,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 1 Years,Male Only,"Bus Stand, NH 66, next to Surathkal, Surathkal, Mangaluru, Karnataka 575014, India, Surathkal, Mangalore, Karnataka - 574142"
Sales and Marketing Executive,Universal Laboratory Equipments,"12,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Both,"Kolkata, Kolkata, West Bengal - 700080"
Telecaller,Oracle Services & Distribution,"9,000
						-
						18,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"12/248, Vikas Nagar Rd, Sector 12, Vikas Nagar, Lucknow, Uttar Pradesh 226022, India, Uttar Pradesh - 226001"
Sales & Marketing Executive,Abhit's Choice,"6,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 1 Years,Male Only,"Guwahati, Guwahati, Assam - 781001"
Sales & Collection Officer,L&T Finance Holdings Ltd,"11,000
						-
						43,000 ",,10,,,,,e,Graduate,No English,Freshers can apply,Male Only,"Salem, Salem, Tamil Nadu - 636001"
Field Executive,First attempt skills training pvt ltd,"10,000
						-
						20,000 ",,10,,,,,e,Graduate,Fluent English,Freshers only,Male Only,"Kota, Kota, Rajasthan - 323021"
Telecaller,Madhuli Industries,"8,000
						-
						18,000 ",,10,,,,,e,12th Pass,Fluent English,Min. 1 Years,Female Only,"Nr. Icon Estate, Shed No. 12, Shivkrupa Ind Estate, Singarva, Singarva, Ahmedabad, Ahmedabad, Gujarat, 382430, Singarva Patiya, Ahmedabad, Gujarat - 380001"
Office Cleaner,Janasamruddhi Properties Private Limited,"10,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Both,"SH 9, Ambedkar Colony, Yelahanka, Bengaluru, Karnataka 560064, India, Karnataka - 560001"
Telesales Executive,Aarna Traders,"10,000
						-
						15,000 ",,2,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"Sector 4, Rohini, Delhi, 110085, India, Rohini East, Delhi-NCR - 110001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"C V Raman Nagar, Bengaluru, Karnataka, India, C.V. Raman Nagar, Bengaluru, Karnataka - 560001"
Service Advisor,Vishwas Motors,"11,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 2 Years,Male Only,"New Power House Rd, Sector-H, Shastri Nagar, Jodhpur, Rajasthan 342003, India, Basni, Jodhpur, Rajasthan - 112001"
Receptionist (Female),Insight Eye Clinic,"12,000
						-
						13,000 ",,1,,,,,e,Graduate,Fluent English,Min. 1 Years,Female Only,"120 Rainbow Plaza , next to Hotel Shivar garden Rahatani- Pimple Saudagar, Pimple Saudagar, Pune, Maharashtra - 411002"
Marketing Executive,Raj Enterprises,"10,000
						-
						13,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 2 Years,Both,"Kota, Kota, Rajasthan - 323021"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Indiranagar, Bengaluru, Karnataka, India, Indiranagara, Bengaluru, Karnataka - 560001"
Kitchen Helper,Cafe Lazy Lad,"12,000
						-
						13,000 ",,1,,,,,e,10th or Below 10th,Thoda English,Freshers only,Male Only,"307, 9th Main Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, India, Kammanahalli, Bengaluru, Karnataka - 560001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Goregaon, Mumbai, Maharashtra, India, Goregoan East, Mumbai, Maharashtra - 400076"
Marketing Assistant,RS Plastic,"12,000
						-
						15,000 ",,10,,,,,e,Graduate,Fluent English,Min. 1 Years,Both,"R S PLASTIC  E9/27 Bhumi World - Industrial Park, Pimplas Village, Mumbai-Nashik Highway, Before Kalyan-Bhiwandi Naka, Opp Tata Amantra, Pimplas, Themghar, Thane, Maharashtra 421302, Kalyan West, Mumbai, Maharashtra - 400076"
Delivery Associate,Galaxy Pharma,"10,000
						-
						13,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Male Only,"Venjarammoodu, Kerala, India, Attingal , Thiruvananthapuram, Kerala - 605036"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Bellandur, Bengaluru, Karnataka, India, Bellanduru, Bengaluru, Karnataka - 560001"
Retail Store Sales Executive,S R Enterprises,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Female Only,"R.S. Puram, Coimbatore, Tamil Nadu, India, RS Puram, Coimbatore, Tamil Nadu - 641001"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Colaba, Mumbai, Maharashtra, India, Maharashtra - 400076"
Salesman,Just Brands,"9,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"SCF 52, 1st floor, 0pp. Silvi park, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160064, India, Phase 10 mohali, Chandigarh, Punjab - 133301"
Sales & Marketing Executive,Kgb Associates,"10,000
						-
						14,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Ranchi, Ranchi, Jharkhand - 834001"
Office Boy,Eumentis Informatics Private Limited,"10,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 1 Years,Male Only,"Omkar Complex, Besides, Shantiniketan Society Rd, Shambhu Vihar Society, Aundh, Pune, Maharashtra 411007, India, Ambedkar Chowk, Pune, Maharashtra - 411002"
Driver,  Chetas Biochem,"10,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,No English,Min. 2 Years,Male Only,"C-92, Jagraj Marg, Bapu Nagar, Jaipur, Rajasthan 302015, India, Gandhi Nagar Mod, Jaipur, Rajasthan - 302001"
Line Chef Commis 2,Skykitchen Food Tech,"8,000
						-
						13,000 ",,2,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"GA 414, Sailashree Vihar, Chandrasekharpur, Bhubaneswar, Odisha 751021, India, Sailashree Vihar, Bhubaneswar, Odisha - 750017"
Cafe Staff,Confused Genius,"12,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"Jubilee Hills, Hyderabad, Telangana, India, Telangana - 500001"
Computer Operator,Ansari Decor,"7,500
						-
						13,000 ",,5,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Shobhawaton ki Dhani, Khema-Ka-Kuwa, Jodhpur, Rajasthan, India, Rajasthan - 112001"
Telesales Executive,Impleton Management Systems,"10,000
						-
						15,000 ",,2,,,,,e,Diploma,Thoda English,Freshers can apply,Female Only,"Gujji St, Kumaran Nagar, Annanagar East, Chennai, Tamil Nadu 600039, India, Anna Nagar East, Chennai, Tamil Nadu - 600001"
Retail Sales Executive,Quiosco Retail India,"10,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Min. 6.0 months,Both,"Lodha Xperia Mall, Mall Office, Basement Level, Kalyan - Shilphata Rd, Palava, Dombivli, Maharashtra 421204, Dombivali, Mumbai, Maharashtra - 400076"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Waghbil, Thane West, Thane, Maharashtra, India, Wagh Bill, Mumbai, Maharashtra - 400076"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Vikhroli, Mumbai, Maharashtra, India, Vikhroli East, Mumbai, Maharashtra - 400076"
Delivery Boy,Prajapati Healthy Food Cafe,"10,000
						-
						13,000 ",,10,,,,,e,12th Pass,No English,Min. 6.0 months,Male Only,"L2/20-c, Street 13, shastrinagar, SHASTRI NAGAR METRO  STN., Delhi-NCR, Delhi - 110001"
Sales Advisor,Lifestyle International Private Limited,"10,000
						-
						14,500 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Caculo Mall,16, Shanta, St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa 403001, India, Panaji (Panjim, Pangim), Goa - 403001"
Telecaller,Sandeep Estate Agency,"10,000
						-
						15,000 ",,10,,,,,e,12th Pass,Good English,Min. 1 Years,Female Only,"Haranwadi naka, Palghar, Maharashtra 401404, India, Palghar West, Mumbai, Maharashtra - 400076"
Telecaller,Edge Academy,"8,000
						-
						14,500 ",,6,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"201, 2nd Floor, Paradise Tower, Nr. Mcdonalds, Gokhale Road, Thane West, Thane, Mumbai, Maharashtra - 400076"
Retail Billing & Sales Executive,KPN Farm Fresh,"10,500
						-
						13,000 ",,10,,,,,e,12th Pass,No English,Freshers can apply,Female Only,"Arcot Rd, Ramakrishna Nagar, Porur, Chennai, Tamil Nadu, India, Tamil Nadu - 600001"
Telecaller,Shriram General Insurance,"11,000
						-
						15,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"2nd floor No 5/34 Dhanakotti Raja Street behind Olympia tech park, Sundar Nagar,Guindy, Chennai, Tamil Nadu 600032, Tamil Nadu - 600001"
Technician Helper,Kaizen Enterprises,"10,000
						-
						15,000 ",,2,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Ramagondanahalli, Whitefield, Bengaluru, Karnataka, India, Varthuru, Bengaluru, Karnataka - 560001"
Receptionist Cum Telecaller,STAFFINN SOLUTIONS LLP,"10,000
						-
						18,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Female Only,"VQXV+CM Jaipur, Rajasthan, India, Shakar Bhawan, Jaipur, Rajasthan - 302001"
Phlebotomist,Sach Pharmatech,"9,000
						-
						15,000 ",,10,,,,,e,Diploma,Thoda English,Freshers only,Male Only,"Kvach Multispeciality Clinic, Block 25, Shakti Nagar, Delhi, India, Shakti Ngr, Delhi-NCR - 110001"
Customer Care Executive,G&R Management Consultancy Private Limited,"10,000
						-
						14,250 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"Alembic Rd, opposite to Alembic School, Gorwa, Vadodara, Gujarat 390023, India, Gujarat - 300018"
Telecaller Cum Computer Operator,Assort Staffing,"11,000
						-
						13,000 ",,3,,,,,e,12th Pass,Good English,Freshers can apply,Both,"5, Makwana Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India, Andheri East marol, Mumbai, Maharashtra - 400076"
Security Guard,Maharashtra Standard Solution,"12,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Hinjewadi Phase 1 Road, Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra, India, Hinjewadi Police Station, Pune, Maharashtra - 411002"
MICRO LOAN OFFICER,L&T Finance Holdings Ltd,"11,000
						-
						23,000 ",,10,,,,,e,Graduate,No English,Freshers can apply,Male Only,"Vadodara, Vadodara, Gujarat - 300018"
Junior Architect,Sams Associates,"10,000
						-
						13,000 ",,10,,,,,e,Diploma,Thoda English,Freshers only,Female Only,"No:13, Commercial Complex, Arokiaswamy Road, opp. Punjab National Bank, R.S. Puram, Coimbatore, Tamil Nadu 641002, India, RS Puram, Coimbatore, Tamil Nadu - 641001"
Picker / Packer Cum Scanning Staff,Bestconcern Services Private Limited,"10,000
						-
						15,000 ",,100,,,,,e,10th or Below 10th,Thoda English,Freshers only,Both,"Mohan Nagar, Ghaziabad, Uttar Pradesh, India, Ghaziabad, Delhi-NCR, Delhi - 110001"
Retail Cashier,MGG Kantilal,"12,000
						-
						13,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"Oppanakara St., Town Hall, Coimbatore, Tamil Nadu 641001, India, Sukrawar Pettai, Coimbatore, Tamil Nadu - 641001"
Cafe Cook,Ankita Sanjay Gogate,"10,000
						-
						13,000 ",,1,,,,,e,Diploma,Thoda English,Min. 1 Years,Male Only,"Cafe central Perk, Shop no 10, Bharat Vihar CHSL, Opp Karnatak Highschool, Erandavane, Karve Nagar, Pune, Maharashtra - 411002"
IT Support Executive,Hindustan Wellness Pvt. Ltd.,"10,000
						-
						13,000 ",,10,,,,,e,Diploma,Thoda English,Freshers can apply,Male Only,"Saket nagar bhopal, Saket Nagar Main Road, Saket Nagar, Habib Ganj, Bhopal, Madhya Pradesh, India, Saket Nagar, Bhopal, Madhya Pradesh - 462001"
Graphic Designer,R. P. Infotel,"10,000
						-
						13,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Office number 10, ground Floor, Raj Ratna Industrial Estate, Opp. SNDT Collage, Malad West, Mumbai, Maharashtra, India, Malad(W), Mumbai, Maharashtra - 400076"
Recovery Account Executive,Vijay Gas Industry,"12,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Male Only,"Infinity Business Park  Address- 203, 2nd Floor, Phase-1 ,  M.I.D.C , Behind Pendharkar College, Dombivli - (E), Pin - 421203, Dombivali East, Mumbai, Maharashtra - 400076"
KYC Executive,Move On Rent,"12,000
						-
						15,000 ",,1,,,,,e,12th Pass,Thoda English,Freshers only,Male Only,"Andheri East, Mumbai, Maharashtra - 400076"
Field Collection Executive,Harsh Enterprises,"10,000
						-
						18,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Male Only,"Pune, Pune, Maharashtra - 411002"
Accountant,Ashirwad Polymers,"11,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"Plot, no 69/2 Phase, 3, IDA Jeedimetla, Apurupa Colony, Jeedimetla, Hyderabad, Telangana 500055, India, Telangana - 500001"
Field Sales Executive,Rupeek Fintech,"10,000
						-
						18,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers only,Male Only,"10,1st cross 5th a main sukh sagar road, Koramangala, Bengaluru, Karnataka - 560001"
Back Office Executive,Paul & Company,"10,000
						-
						13,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"GT Rd, Purani Kotwali, Band Market, Near Gur Mandi, Charanjit Pura, Jatpura, Jalandhar, Punjab 144008, India, Adarsh Nagar, Jalandhar, Punjab - 144001"
Tally Operator,Vvision Globex,"10,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"486/3, Uberoi Compound, Ghisa, Dilshad Garden, Delhi, 110095, India, Dilshad Garden, Delhi-NCR - 110001"
Retail Clothes Salesperson (Female),International Baking Company,"8,000
						-
						13,000 ",,3,,,,,e,10th or Below 10th,Thoda English,Freshers only,Female Only,"Shop no 6 & 7 KARAN SHANTINAGAR, SECTOR -1, A-63 / 64 STATION ROAD Opp Shanti, Shopping Centre, Sector 1, Shanti Nagar, Mira Road, Mira Bhayandar, Maharashtra 401107, Mira Road East, Mumbai, Maharashtra - 400076"
Content Writer (Fresher),Workstrive Technologies Private Limited,"12,000
						-
						13,000 ",,10,,,,,e,Graduate,Good English,Freshers only,Both,"Aamar Bangla Restaurant, Jessore Road, Vivekananda Abasan, Shyam Nagar, Dum Dum, Kolkata, West Bengal, India, Telipukur, Kolkata, West Bengal - 700080"
Customer Care Executive,Shukla Associates,"9,000
						-
						13,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"b-61, 73,2nd floor near dena bank, ambabri, jaipur, Chomu Puliya, Jaipur, Rajasthan - 302001"
Customer Care Executive,NAZ V HR Solutions,"11,000
						-
						13,000 ",,10,,,,,e,Graduate,Good English,Freshers only,Both,"Mount Road, Chennai, Tamil Nadu, India, Tamil Nadu - 600001"
Counsellor,A One Cad Centre,"10,000
						-
						18,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Female Only,"5th floor, le desire complex, circular road, Ranchi, Lalpur , Ranchi, Jharkhand - 834001"
Home Collection Phlebotomist,KV Human Resources Services,"12,000
						-
						16,000 ",,10,,,,,e,Diploma,No English,Min. 1 Years,Male Only,"Mirzapur, Uttar Pradesh, India, Bhanjanpur, Prayagraj, Uttar Pradesh - 211001"
Science Teacher,St Marks School,"8,000
						-
						13,000 ",,1,,,,,e,Graduate,Good English,Min. 3 Years,Both,"No. 899, 15th Cross, Agrahara Layout,, Agrahara Layout, Bengaluru, Karnataka - 560001"
Helper Cook,dragon chef,"10,000
						-
						13,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Katraj, Pune, Maharashtra - 411002"
Telecaller Outbound,Subten Edu Tech,"10,000
						-
						18,000 ",,25,,,,,e,12th Pass,Thoda English,Freshers can apply,Female Only,"https://goo.gl/maps/JaH8AnKZ8ig77fbC6, Gokul, Hubli, Karnataka - 580009"
Line Chef Commi 3,Freshmenu,"10,000
						-
						14,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Min. 1 Years,Male Only,"Manpada, Thane West, Thane, Maharashtra, India, Lokim Company, Mumbai, Maharashtra - 400076"
Interior Designer,Jisha Enterprise,"8,000
						-
						13,000 ",,10,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"334/35 PUJAN PLAZAVANMALI PARK JUNCTION,YOGICHOWK, Yogi Chowk, Surat, Gujarat - 395003"
